Gloss	Concepticon_ID	Synset
TWIST (AROUND)	3199	NA
SEIZE	855	NA
DAMAGE OR INJURE	3195	NA
MISPLACE	3072	NA
HIRE OR RENT	3213	NA
THIN (OF SHAPE OF OBJECT)	2249	NA
BEGIN OR START	3447	NA
SILENCE	3458	NA
SOUL	811	NA
AND	1577	NA
BECAUSE	1157	NA
IF	1459	NA
OR	1014	NA
HOW	1239	NA
HOW MUCH	531	NA
WHAT	1236	NA
WHEN	1238	NA
WHERE	1237	NA
WHICH	727	NA
WHO	1235	NA
WHY	1270	NA
BE SILENT	48	NA
COMMAND	1998	NA
HINDER OR PREVENT	3201	NA
MARRIAGE OR WEDDING	3182	NA
FATHER-IN-LAW (OF MAN)	2255	NA
MOTHER-IN-LAW (OF MAN)	2257	NA
SON-IN-LAW (OF MAN)	2267	NA
DAUGHTER-IN-LAW (OF MAN)	2265	NA
I	1209	NA
THOU	1215	NA
WE	1212	NA
THEY	817	NA
LOUSE	1392	NA
BREATH OR BREATHE	3183	NA
BE DEAD OR DIE	2101	NA
DROWNED	3187	NA
MIGHTY OR POWERFUL OR STRONG	3188	NA
ALCOHOL (FERMENTED DRINK)	404	NA
BRAID	1043	NA
GARDEN-HOUSE	403	NA
BRANCH OR TWIG	3223	NA
DO OR MAKE	2575	NA
TIN OR TINPLATE	3217	NA
FLASH (VERB)	2377	NA
THUNDER (VERB)	2378	NA
HAIL	609	NA
FROST	2034	NA
POND	2035	NA
PADDY FIELD	140	NA
GROUND	2159	NA
MOUNTAIN	639	NA
STONE	857	NA
IN FRONT OF	1883	NA
BEHIND	1686	NA
INSIDE	1606	NA
OUTSIDE	762	NA
THIS YEAR	513	NA
LAST YEAR	514	NA
JANUARY	2036	NA
FEBRUARY	2037	NA
DAY BEFORE YESTERDAY	1180	NA
DAY AFTER TOMORROW	1179	NA
LEPORID (RABBIT OR HARE)	2345	NA
DRAGON	2038	NA
TIGER	846	NA
MAGPIE	2039	NA
SPARROW	1854	NA
LOCUST	810	NA
BEDBUG	1949	NA
EARTHWORM	2350	NA
LEECH	2273	NA
BUG	1027	NA
WILLOW	818	NA
WILD RICE	3390	NA
BUCKWHEAT	2040	NA
TARO	351	NA
HEMP	2041	NA
PEA	2025	NA
SOYA	2027	NA
CUCUMBER	496	NA
WALNUT	2042	NA
PEACH	2043	NA
PEAR	922	NA
PERSIMMON	2044	NA
SPROUT (SHOOT)	3358	NA
STONE (OF FRUIT)	1762	NA
THORN	124	NA
PERSPIRE OR SWEAT	2458	NA
FAECES (EXCREMENT)	675	NA
URINE	1142	NA
OLD PERSON	725	NA
COLUMN	2045	NA
APRON	2046	NA
HEADDRESS	331	NA
HAT	771	NA
BAMBOO HAT	2160	NA
STRAW RAINCOAT	3540	NA
STRAW SANDAL	2047	NA
QUILT	2048	NA
HEMP CLOTH	2161	NA
UNCOOKED RICE	3289	NA
COOKED RICE	1191	NA
CONGEE	2049	NA
FAT (FROM ANIMALS)	1282	NA
OIL (FROM PLANTS)	2555	NA
PREPARED FOOD	3542	NA
PLOUGH (INSTRUMENT)	2154	NA
SIEVE (TOOL)	3353	NA
DUSTPAN	2051	NA
BUCKET	2052	NA
SMALL BOWL	2053	NA
CHOPSTICKS	1987	NA
CLAY POT	2055	NA
WOK	2056	NA
DUNG (ANIMAL FAECES)	2057	NA
STOOL	2058	NA
STAIRS	34	NA
FOLK SONG	2059	NA
STORY	2060	NA
MATTER	2150	NA
DEITY	3231	NA
BUDDHA	2061	NA
STRENGTH	202	NA
COST	242	NA
INTEREST	2062	NA
CLOSE (EYES)	2063	NA
PICK	2148	NA
TWIST (TOGETHER)	3236	NA
SCATTER (SEEDS)	2064	NA
TREAD	575	NA
CARRY ON BACK	465	NA
CARRY PERSON ON BACK	2153	NA
CUT (WITH AXE)	3151	NA
PULL UP (RICE SEEDLINGS)	2066	NA
PUT OUT TO PASTURE	2031	NA
FEED	739	NA
STICKING	254	NA
STIR FRY	2162	NA
FRY	991	NA
STEAM (VERB)	2067	NA
SOAK (VERB)	2069	NA
BOIL (SOMETHING)	2492	NA
CUT (WITH KNIFE)	2156	NA
CHOP (INTO PIECES)	2149	NA
CUT (WITH SCISSORS)	2155	NA
WEAR	976	NA
DRY IN SUN	3364	NA
SHAVE	231	NA
COMB (VERB)	2070	NA
LAY (VERB)	2071	NA
HIDE	2486	NA
USE (VERB)	2072	NA
ROB (VERB)	2073	NA
DECEIVE	3230	NA
ANGRY	1826	NA
FEAR (BE AFRAID)	1419	NA
LIKE	1117	NA
THINK	2271	NA
MUST	971	NA
BE ABLE	972	NA
THERE IS OR THERE ARE	2152	NA
DROP	750	NA
BREAK (CLEAVE)	2558	NA
MARRY (AS WOMAN)	2163	NA
MARRY (AS MAN)	2164	NA
GIVE BIRTH	1195	NA
GROW UP	552	NA
SWELL	1573	NA
BARKING	1206	NA
CROW (VERB)	2074	NA
BROOD (VERB)	2075	NA
SPROUT (VERB)	2076	NA
COARSE	2151	NA
FINE OR THIN	2157	NA
THIN (OF LEAF AND CLOTH)	2306	NA
FAT (OBESE)	1279	NA
OLD (USED)	2113	NA
BE LATE	425	NA
SPICY	544	NA
THIRSTY	847	NA
PAINFUL	1129	NA
DILIGENT	2077	NA
TEN THOUSAND	2078	NA
PERSON (CLASSIFIER)	516	NA
BOWL (CLASSIFIER)	2080	NA
CHICKEN (CLASSIFIER)	2081	NA
KNIFE (CLASSIFIER)	2082	NA
AXE (CLASSIFIER)	2083	NA
ROPE (CLASSIFIER)	2084	NA
STICK (CLASSIFIER)	2085	NA
GRAIN (CLASSIFIER)	2086	NA
DROP (CLASSIFIER)	2087	NA
CLOTHING (CLASSIFIER)	2088	NA
PAIR (CLASSIFIER)	2089	NA
WE (INCLUSIVE)	1131	NA
YOU	1213	NA
HE OR SHE OR IT	262	NA
MY	2090	NA
YOUR (SINGULAR)	732	NA
HIS OR HER	2092	NA
THIS	1214	NA
THAT	78	NA
HOW MANY	822	NA
JUST	84	NA
AFTERWARDS	2093	NA
SLOWLY	2165	NA
VERY	1311	NA
ABUSE	1953	NA
ANTHILL	1873	NA
SATIATED	106	NA
DRY UP	1786	NA
BELLY OR STOMACH	2114	NA
BELOW OR UNDER	1485	NA
BEWITCH	118	NA
BLADDER	1746	NA
BLIND PERSON	457	NA
BOIL	2493	NA
BREATH	870	NA
RAISE (A CHILD)	2134	NA
LOAD	1679	NA
BURN	2102	NA
BUSH	1683	NA
DISPEL	30	NA
CHILD	2099	NA
COURTYARD	4	NA
TRANSIT	574	NA
ORGANIC FAT OR OIL	2551	NA
FIST	1473	NA
ACCUSTOM	1118	NA
HOLD OR TAKE	2104	NA
HIT	1433	NA
HUNGER	1864	NA
HUNTER	1053	NA
HYENA	1799	NA
INCREASE	1041	NA
JEALOUSY	2016	NA
REST OR SLEEP	2116	NA
DESIRE	2117	NA
SHAMAN (FOLK HEALER)	394	NA
MOULD	1166	NA
MOVE AWAY	229	NA
OUR	780	NA
OVERCOME	1999	NA
RECOVER	1978	NA
REED	659	NA
RESEMBLE	1777	NA
RIPEN	179	NA
ROAST (SOMETHING)	1962	NA
SALIVA	1503	NA
SELF	1993	NA
SHARPEN (SOMETHING)	251	NA
SLAUGHTER	1796	NA
SORCERER	823	NA
SPARK	518	NA
SPOT	519	NA
SPRING (OF WATER)	849	NA
STICK	1295	NA
STRING	362	NA
UNDRESS	1755	NA
THIRST	848	NA
TORTOISE	895	NA
UP OR ABOVE	2379	NA
VEIN	1924	NA
WAR	935	NA
WELL	954	NA
BEER BANANA	2251	NA
DIMINISH	1184	NA
DRIZZLE	1016	NA
EXCRETA	47	NA
GET LOST	423	NA
SURPASS	402	NA
MAKE DRY	2015	NA
SHIN	186	NA
SMALLPOX	1054	NA
SMELL	2124	NA
SOOT	830	NA
SPERM	1505	NA
BANANA TREE	1795	NA
ENDURE	833	NA
BILE	1780	NA
SUNNY DAY	2742	NA
CLOUDY DAY	2743	NA
SEA OR OCEAN	2282	NA
LANDSCAPE	2342	NA
NEXT YEAR	515	NA
YEAR AFTER NEXT YEAR	2330	NA
YEAR BEFORE LAST YEAR	2331	NA
THREE DAYS FROM NOW	2332	NA
FORENOON	2775	NA
DUSK	2297	NA
DRAGON BOAT FESTIVAL	2186	NA
MID-AUTUMN FESTIVAL	2187	NA
NEW YEAR'S EVE	2188	NA
STEEL	2343	NA
TIN (METAL)	893	NA
COAL	2658	NA
PETROL	2344	NA
LEOPARD	1139	NA
EAGLE OR HAWK	2683	NA
WILD GOOSE	2776	NA
SWALLOW (BIRD)	3077	NA
CRESTED MYNA	2346	NA
MALE PIG	2487	NA
MALE DOG	2480	NA
FEMALE DOG	2481	NA
CAPRINE (GOAT OR SHEEP)	2684	NA
CAPON	2567	NA
CHICKEN CHICK	2513	NA
CARP (FISH)	2685	NA
CRUCIAN CARP	2784	NA
YELLOW CROAKER	2347	NA
CRAB	2348	NA
SHRIMP	2349	NA
BIVALVIA (MUSSELS OR OYSTERS)	2785	NA
TOAD	894	NA
SILKWORM	2351	NA
DRAGONFLY	2352	NA
CICADA	2353	NA
CRICKET	2354	NA
GECKO	2355	NA
HOOF	152	NA
PLUM BLOSSOM	2744	NA
APRICOT BLOSSOM	2745	NA
PEACH BLOSSOM	2746	NA
LOTUS	2359	NA
SWEET OLIVE FLOWER	2748	NA
MUGWORT	2361	NA
RICE PLANT	2026	NA
UNHUSKED RICE	2749	NA
GLUTINOUS RICE	2750	NA
BRAN	2362	NA
CHAFF (HUSK)	2363	NA
SORGHUM	347	NA
PEANUT	2364	NA
SUNFLOWER	1956	NA
CABBAGE	774	NA
RADISH	2365	NA
AUBERGINE	1146	NA
TOMATO	986	NA
ONION	2366	NA
GARLIC	2368	NA
MANDARINE	2367	NA
CHERRY	2765	NA
CHESTNUT	2318	NA
LITCHI	2768	NA
WATERMELON	2766	NA
SKIN (OF FRUIT)	2373	NA
MANTOU	1969	NA
BAOZI	511	NA
NOODLE	973	NA
CAKE	2408	NA
MEAT DISHES	2767	NA
PORK	2769	NA
PIG LIVER	2778	NA
PIG TONGUE	2777	NA
CHICKEN EGG	2779	NA
PIG FAT	2557	NA
SOYA SAUCE	1968	NA
VINEGAR	985	NA
BOILED WATER	3362	NA
SHAWL	2771	NA
HANDKERCHIEF	1020	NA
SLEEVE	2953	NA
KITCHEN	1365	NA
STEP	1158	NA
CUPBOARD	3357	NA
BOX	1465	NA
KITCHEN KNIFE	2772	NA
EARTHEN JUG	3409	NA
UMBRELLA	3105	NA
TOOTHBRUSH	2579	NA
ABACUS	2489	NA
SCALES (MEASURE INSTRUMENT)	2783	NA
FOOT (MEASURE)	2782	NA
FILE (TOOL)	3407	NA
PLANE (TOOL)	3408	NA
SMALL KNIFE	3233	NA
LADDER OR STAIRS	2689	NA
SICKLE	341	NA
LIME (MATERIAL)	2540	NA
ENVELOPE	3088	NA
SEAL	651	NA
PICTURE (PHOTOGRAPH)	3304	NA
HAIR (HEAD)	2648	NA
LEFT HAND	2182	NA
RIGHT HAND	2183	NA
FINGERTIP	2773	NA
LITTLE FINGER	2774	NA
DEAF PERSON	458	NA
MUTE PERSON	2320	NA
STUTTERER	3367	NA
PIMPLEFACE	3366	NA
BALDHEAD	3415	NA
HUNCHBACK	99	NA
LAME PERSON	2322	NA
MAD PERSON	2321	NA
PATERNAL UNCLE (FATHER'S OLDER BROTHER)	2173	NA
PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER)	2170	NA
PATERNAL AUNT (WIFE OF FATHER'S YOUNGER BROTHER)	2171	NA
UNCLE (HUSBAND OF FATHER'S SISTER)	2690	NA
PATERNAL AUNT (FATHER'S SISTER)	2691	NA
MATERNAL GRANDFATHER	2178	NA
MATERNAL GRANDMOTHER	2177	NA
MATERNAL UNCLE (MOTHER'S BROTHER)	2692	NA
MATERNAL AUNT (MOTHER'S SISTER)	2693	NA
MATERNAL UNCLE (HUSBAND OF ONE'S MATERNAL AUNT)	2694	NA
MATERNAL AUNT	2176	NA
FATHER-IN-LAW (OF WOMAN)	2254	NA
MOTHER-IN-LAW (OF WOMAN)	2256	NA
SISTER-IN-LAW (OLDER BROTHER'S WIFE)	2695	NA
BROTHER-IN-LAW (OLDER SISTER'S HUSBAND)	2696	NA
BROTHER-IN-LAW (YOUNGER SISTER'S HUSBAND)	2697	NA
BROTHER-IN-LAW (HUSBAND'S OLDER BROTHER)	2698	NA
BROTHER-IN-LAW (HUSBAND'S YOUNGER BROTHER)	2699	NA
SISTER-IN-LAW (HUSBAND'S OLDER SISTER)	2700	NA
SISTER-IN-LAW (HUSBANDS YOUNGER SISTER)	2701	NA
DAUGHTER-IN-LAW	1057	NA
SON-IN-LAW	1056	NA
GRANDSON (SON'S SON)	2702	NA
GRANDCHILD (DAUGHTER'S OFFSPRING)	2703	NA
FRONT (PART)	2194	NA
BACK (PART)	2323	NA
NEXT TO	2917	NA
POWDER	3368	NA
GARBAGE	909	NA
PIGSTY	3369	NA
CHICKEN NEST	2764	NA
COFFIN	2011	NA
AFFAIR	2214	NA
RAIN (RAINING)	1253	NA
MELT	2334	NA
FADE (LOOSE COLOR)	2704	NA
INHALE	2705	NA
GNAW	2706	NA
BLOW (WITH MOUTH)	176	NA
RAISE	1317	NA
CARRY HORIZONTALLY	2763	NA
CARRY IN HAND	412	NA
BLOCK (THE WAY)	2762	NA
PULL OUT	2325	NA
CLOG (SOMETHING)	2707	NA
FASTEN	1094	NA
FILL	2006	NA
STRIKE	353	NA
STAND UP	570	NA
RELY ON	3370	NA
TUMBLE (FALL DOWN)	2894	NA
HIDE (ONESELF)	2485	NA
CARRY ON SHOULDER	413	NA
RUN AWAY	2142	NA
WEAR (ON HEAD)	3428	NA
WASH (ONESELF)	3371	NA
SUNBATHE	3131	NA
IRON (CLOTHES)	3118	NA
POINT (WITH FINGER)	2669	NA
TALK	2708	NA
MANAGE	3073	NA
MAKE A JOKE	2760	NA
BECOME ANGRY	2215	NA
RECOMMEND	2759	NA
FLATTER	2709	NA
ACCOMPANY	1542	NA
WORK (ACTIVITY)	1086	NA
BE ALIVE	1422	NA
TAKE A PHOTO	2710	NA
WIN	866	NA
TRANSPORT	2711	NA
BECOME SICK	2327	NA
CATCH A COLD	2184	NA
GET DIZZY	2712	NA
HAVE A FEVER	2713	NA
HAVE DIARREA	2714	NA
DESPISE	2715	NA
BLAME (SOMEBODY)	2716	NA
INTEND	22	NA
DOUBT (SOMETHING)	3536	NA
CAREFUL	2758	NA
MISS (SOMEBODY)	2328	NA
NECESSARY	1030	NA
LACK (NOT HAVE)	2329	NA
LOOSE	2506	NA
WASTE	79	NA
LOW (HEIGHT)	2191	NA
BROAD	2531	NA
ANGULAR (SQUAREFORMED)	2757	NA
OPPOSITE	885	NA
SLANTED	3075	NA
HORIZONTAL	2376	NA
VERTICAL	2375	NA
STEEP	2717	NA
STRONG (OF DRINK)	2718	NA
BROKEN (SHATTERED)	3191	NA
TURBID	537	NA
DIFFERENT	2504	NA
HOT OR WARM	2272	NA
COLD (OF WEATHER)	2483	NA
TASTELESS	1771	NA
BE HUNGRY	1533	NA
ITCHY	149	NA
BUSY	2755	NA
IDLE	2756	NA
FAT (OILY)	2719	NA
THIN (SLIM)	1400	NA
OLD (AGED)	2112	NA
GOOD-LOOKING	2410	NA
HONEST	1120	NA
CUNNING	2335	NA
STRANGE	600	NA
SHY	487	NA
OVER HERE	3410	NA
OVER THERE	3411	NA
OF THIS KIND (SUCH)	2336	NA
OF THAT KIND (SUCH)	2337	NA
HOW LONG	2338	NA
FISH (CLASSIFIER)	2720	NA
TREE (CLASSIFIER)	2721	NA
TUFT (CLASSIFIER)	2722	NA
BUD (CLASSIFIER)	2723	NA
CHAIN (CLASSIFIER)	2724	NA
PORTION (CLASSIFIER)	2725	NA
STALK (CLASSIFIER)	2726	NA
BOTTLE (CLASSIFIER)	2727	NA
MOUTHFUL (CLASSIFIER)	2728	NA
SHEET (CLASSIFIER)	2729	NA
HAT (CLASSIFIER)	2730	NA
NEEDLE (CLASSIFIER)	2731	NA
HOUSE (CLASSIFIER)	2732	NA
BRIDGE (CLASSIFIER)	2733	NA
DOOR (CLASSIFIER)	2734	NA
CAR (CLASSIFIER)	2735	NA
SHIP (CLASSIFIER)	2736	NA
AFFAIR (CLASSIFIER)	2737	NA
DEAL (CLASSIFIER)	2738	NA
WHILE	726	NA
ONE TIME	374	NA
WALK (CLASSIFIER)	2739	NA
BEAT (CLASSIFIER)	2740	NA
BIT (CLASSIFIER)	2741	NA
ALREADY	2576	NA
A LITTLE	2924	NA
TOGETHER	2482	NA
STILL (CONTINUING)	2919	NA
NOT	1240	NA
BY (PASSIVE MARKER)	2751	NA
INSTEAD	1652	NA
IN	1460	NA
FROM	693	NA
UNTIL	2753	NA
TOWARDS	2754	NA
WE TWO (EXCLUSIVE)	2636	NA
WE TWO (INCLUSIVE)	2637	NA
THEY TWO	2635	NA
BLUE TONGUED SKINK	3021	NA
ECHIDNA	3008	NA
EMU	2817	NA
POSSUM	470	NA
WHITE COCKATOO	3009	NA
WAGTAIL	3010	NA
GRUB	3011	NA
ABOVE	1741	NA
AT	1461	NA
EVIL	45	NA
BAG	2468	NA
BANDICOOT	3012	NA
BLACK COCKATOO	3013	NA
BLACK DUCK	3014	NA
PIMPLE	1809	NA
BREAK (BREAKING)	3020	NA
BROTHER-IN-LAW	2314	NA
CREEK (TIDAL)	990	NA
DIGGING STICK	339	NA
WOLF-LIKE ANIMAL	2461	NA
DREAMING OR DREAM	2455	NA
PATERNAL GRANDFATHER	2560	NA
PATERNAL GRANDMOTHER	3015	NA
FATHER'S SISTER	170	NA
FIRE STICK	3016	NA
MONITOR LIZARD	3017	NA
HE OR SHE	2642	NA
HILL	614	NA
LARGE WILD HERBIVORE	2456	NA
KINGFISHER	2444	NA
LARVA	2640	NA
MALE PERSON	2106	NA
MARROW	1835	NA
FLESH OR MEAT	2615	NA
MOTHER'S BROTHER	1984	NA
MOUSE	1491	NA
NATIVE CAT	3018	NA
NO OR NOT	2279	NA
NOW OR TODAY	2097	NA
PAINFUL OR SICK	2103	NA
PELICAN	472	NA
RAINING OR RAIN	2108	NA
PATH OR ROAD	2457	NA
SAND HILL	3019	NA
SPEARTHROWER	2677	NA
SWAN	2837	NA
GRINDSTONE	2459	NA
WAIT (FOR)	1590	NA
WE (EXCLUSIVE)	1130	NA
WINNOWING	2462	NA
FEMALE PERSON	2105	NA
UPPER ARM	431	NA
MALE	1553	NA
RAPIDS	1670	NA
BLOWGUN	432	NA
PUMA	1891	NA
ARMADILLO	1885	NA
OTTER	15	NA
CEBUS MONKEY	439	NA
HOWLER MONKEY	433	NA
SPIDER MONKEY	434	NA
CAPYBARA	314	NA
PACA	316	NA
CAIMAN	2438	NA
IGUANA	1578	NA
COLLARED PECCARY	435	NA
WHITE-LIPPED PECCARY	436	NA
AGOUTI	313	NA
RAT	1490	NA
ANACONDA (WATER BOA)	896	NA
RATTLESNAKE	871	NA
CORAL SNAKE	2240	NA
HUMMINGBIRD	1589	NA
MACAW	1630	NA
PARAKEET	886	NA
BUZZARD	1865	NA
CURASSOW	315	NA
GUAN	437	NA
PIRANHA	317	NA
CHIGGOE (JIGGER FLEA)	438	NA
LEAF (LEAFLIKE OBJECT)	2250	NA
MANIOC FLOUR	324	NA
ACHIOTE	349	NA
COCA	137	NA
BANISTERIUM	276	NA
PLANTAIN	399	NA
CHONTA PALM	440	NA
CHICHA	441	NA
CUSHMA	450	NA
MASK	2005	NA
HE	1211	NA
SHE	1834	NA
IT	169	NA
CROWN (OF HEAD)	1943	NA
FRONT TOOTH (INCISOR)	442	NA
TIP (OF TONGUE)	443	NA
LONG HAIR	444	NA
ADAM'S APPLE	802	NA
UPPER BACK	445	NA
LOWER ARM	446	NA
LOWER LEG	447	NA
STORM CLOUDS	448	NA
CORN FIELD	449	NA
STREAM	947	NA
